5093.5,5773
5190,5420.5
5249.5,5425.5
5331,5520.5
5529,5772
5542.5,5640.5
5525.5,5294
5625,5279
5716.5,5724.5
5694.5,5635
5700.5,5374.5
5839,5390
5803,5527
5894.5,5675
5925,5530
5928,5439
5901.5,5835
5907,5288
5983.5,6218
5952.5,5632
6052.5,6231
6053.5,6160.5
6190.5,6307
5997,5356
6032.5,5228
6013,5629
6062,5687
6063,5871
6062.5,5805.5
6074,5394.5
6091,5340.5
6132,5225
6147,5788.5
6170.5,5606
6192,5299.5
6211.5,5395.5
6242.5,5318
6198.5,5145.5
6192.5,5552
6264.5,5449.5
6257.5,5508
6224.5,5642
6261.5,5772
6237,5846.5
6324.5,5078.5
6377.5,5183.5
6339.5,5407.5
6320.5,5606.5
6292.5,5964.5
6344,5987.5
6391.5,5393.5
6334.5,6164.5
6403,6048.5
6415,5987.5
6578.5,6056
6356.5,5526
6478.5,5361.5
5814,5255
5976.5,5170.5
6068.5,5184.5
5797,5212
5934.5,5176.5
6101,5159
6239,5184.5
6056.5,5472
6123.5,5552.5
6117.5,5654
6118.5,5503.5
6067,5519.5
6150.5,5691
6273.5,5174.5
6274.5,5143
6418.5,5337
6429,5486
6409.5,5240.5
6514.5,5210.5
6469.5,5235.5
6441.5,5283
6432.5,5307
6475,5482.5
6395.5,5630
6183.5,5965.5
6169,6000
6390,5790
6456,5612.5
6443,5800
6477,5682
6483.5,5753.5
6537.5,5537.5
6530.5,5314.5
6527.5,5715.5
6542.5,5425.5
6593.5,5455.5
6614.5,5311.5
6678.5,5594.5
6528.5,5661
6581.5,5610
6614,5392
6638.5,5495
6487,5846
6558.5,5806
6538.5,5617.5
6586.5,5362.5
6530.5,5834.5
6560.5,5958
6582.5,5865.5
6668,5347.5
6627.5,5953.5
6554,6006.5
6554,6006.5
6617.5,5671.5
6634.5,5727.5
6677.5,5528.5
6599.5,5757.5
6715.5,5464
6695.5,5416
6711.5,5738
6726.5,5356
6750.5,5599.5
6745.5,5797.5
6788.5,5353.5
6678.5,5775.5
6746.5,5945
6749,5690.5
6781.5,5899.5
6819.5,5707.5
6808.5,5819.5
6786.5,5752.5
6838.5,5636
6830.5,5515.5
6870,5590.5
6830,5574
6799.5,5653.5
6787.5,5699.5
6816.5,5940.5
6829,5869.5
6887,5665.5
6865.5,5715
6836.5,5907.5
6843.5,5752
6877.5,5807.5
6921.5,5723
6933,5960.5
6907.5,5867.5
6518.5,6205.5
6593,6188.5
6629.5,6232
6707,6204
6559,6224
6675.5,6236
6796.5,6190.5
6782.5,6262.5
6832.5,6167.5
6833.5,6066.5
6844.5,6452.5
6868.5,6258.5
6902,6014
6883,6065
6929.5,6030.5
6916.5,6165.5
6904.5,6485
6996,6147
6973,6412
6975.5,6313.5
6989.5,6202.5
6917,6526.5
6970.5,6459
7022.5,6233.5
7022.5,6298
7040,6146.5
6996.5,6557.5
6952,5819.5
6692.5,5286
6756,5198.5
6852.5,5180.5
6841.5,5242.5
6842.5,5303.5
7020.5,5272.5
6881,5348
6903,5410.5
6912.5,5466.5
6909,5550
6970.5,5612.5
6964.5,5662.5
7041,5432.5
7051.5,5348.5
7027.5,5636.5
6975,5758.5
7024,5803.5
6945.5,5570.5
7007.5,5496.5
7061,5613.5
7044.5,5707.5
7040,5840.5
7034.5,5537.5
7028.5,5663.5
7089.5,5745.5
7093.5,5974.5
7114,5924.5
7129.5,6083.5
7136.5,5665.5
7123,5607
7100.5,5517
7100.5,5421
7146.5,5746
7158.5,5436.5
7182.5,5363.5
7190,5312
7244.5,5380.5
7262,5271.5
7205,5643.5
7165.5,5528.5
7193.5,5570.5
7129,5392
7102.5,5576.5
7200,5450
7094.5,5692
7147.5,5710.5
7203,5735
7298,5457.5
7356.5,5326
7310.5,5374.5
7183,5681.5
7303.5,5534.5
7042.5,6455
7371.5,5378.5
7386,5352
7344.5,5465.5
7222,5694.5
7212,5819.5
7177.5,5861.5
7192,5787
7260,5813
7261.5,5752
7283.5,5666.5
7215,5951
7194,6017
7304,5715
7254.5,5710.5
7221,5996
7185,6052
7284.5,5913
7100,6119.5
7171,6125.5
7370.5,6136.5
7350,5908.5
7322.5,5575
7376.5,5710.5
7374,5823.5
7429,5873
7140.5,6030.5
7098,6189.5
7149.5,6185.5
7127,6267.5
7067.5,6385.5
7061,6544.5
7131,6408.5
7144.5,6356
7184.5,6482
7240.5,6412
7216,6116.5
7222.5,6272
7049.5,6878
7123.5,6821.5
7251.5,6343.5
7229,6608.5
7182.5,6622.5
7292,6392
7273.5,6098
7321,6454
7310.5,6411.5
7331.5,6083
7234.5,6833.5
7235.5,7075.5
7117,7209
7268,7025
7289.5,7175
7371,6872.5
7342.5,6762
7300,6767
7387.5,6177
7402.5,6118.5
7413,6055
7393.5,5986
7371.5,5868.5
7342.5,5737.5
7376,5664
7401.5,5773
7448.5,5828.5
7513.5,5828.5
7484,5843.5
7439.5,5715
7367,5541.5
7423,5525
7480,5638
7479.5,5568.5
7497,5763
7540.5,5537
7529.5,5690
7449,5426
7439,5368.5
7547,5731
7547,5786.5
7532.5,5340
7548.5,5445
7565,5384.5
7624.5,5702.5
7646.5,5332
7712,5419.5
7667,5420
7661,5475.5
7710.5,5370
7745.5,5453.5
7664,5610.5
7659,5662.5
7774.5,5512.5
7792.5,5475
7803,5561.5
7586,5669.5
7604,5845.5
7642,5924.5
7678,5758.5
7670.5,5714.5
7795.5,5641.5
7739.5,5587
7777.5,5603.5
7668.5,5815.5
7739,5763.5
7686.5,5874
7683.5,5942.5
7715,5904
7836.5,5361.5
7870,5441
7844,5407.5
7776,5687.5
7835.5,5620
7873.5,5543
7854,5577.5
7912.5,5338.5
7912.5,5338.5
7918,5406.5
7843.5,5676
7798.5,5870
7844,5794.5
7895.5,5850
7930,5927
7921,5728
7954,5448.5
7987.5,5355
7935,5640.5
7969.5,5593
7998.5,5545
8043.5,5385
8012.5,5459
7976.5,5403
7956.5,5834
7983.5,5515
8068.5,5477
8029.5,5499
8053,5431.5
8102,5521.5
8006.5,5909
7994,5711.5
8065.5,5532.5
8141,5530
8130,5475
8104.5,5377
8098.5,5620
8040,5786.5
8071.5,5837
8124.5,5878
8186.5,5450.5
8156,5408.5
8147.5,5640
8200.5,5362.5
7391,6547.5
7422.5,6458.5
7426.5,6421
7373,6404.5
7375.5,6493
7428,6303.5
7372.5,6629
7445.5,6751
7433,6638
7119,7450
7165.5,7510
7216.5,7674.5
7204.5,7815
7389,7752.5
7407.5,7415
7488.5,7468
7481,7671.5
7575,6231.5
7557.5,6321
7546.5,6475
7612.5,6430.5
7537,6601
7561,6211
7657,6332.5
7664,6431
7524.5,6753.5
7484,7150.5
7674,6494.5
7630,6212.5
7749,6007
7650,6151.5
7687.5,6094.5
7725,6150.5
7684.5,6231.5
7732,6270
7723.5,6393
7736,6088.5
7792,5999
7798,6297.5
7795,6432.5
7855.5,6254
7858,6438.5
7887.5,6086
7917,6363
7936,6017.5
7949.5,6108
7990,6294
7957,6182.5
7957,6182.5
7858,6070
7995,6244
7959,6323.5
7890,6395.5
7541,7073
7561.5,6840
7610,6638
7643,6808.5
7616,6977.5
7587.5,7608
7642,7839.5
7643.5,7579
7657.5,7652.5
7713,6613
7663.5,6621
7766,6614.5
7764,6669.5
7818.5,6665.5
7858,6630.5
7582,6679.5
7824,6593.5
8281.5,5379
8200.5,5489
8191,5543
8255,5544.5
