-0.765932,-0.39165,-0.69924,-0.586171
-0.69924,-0.586171,-0.685112,-0.581285
-0.685112,-0.581285,-0.527118,-0.352604
-0.527118,-0.352604,-0.563471,-0.242951
-0.272907,-0.078839,-0.150764,-0.162576
-0.150764,-0.162576,-0.123361,0.00433917
-0.123361,0.00433917,-0.133506,0.0204145
-0.133506,0.0204145,-0.240325,0.0228877
-0.240325,0.0228877,-0.257573,0.0180372
-0.257573,0.0180372,-0.272907,-0.078839
-0.183915,0.278166,-0.163341,0.295437
-0.163341,0.295437,-0.19574,0.527433
-0.19574,0.527433,-0.217068,0.529059
-0.217068,0.529059,-0.468385,0.469205
-0.468385,0.469205,-0.487256,0.362461
-0.487256,0.362461,-0.402276,0.258782
-0.402276,0.258782,-0.183915,0.278166
-0.389365,0.142243,-0.402276,0.258782
-0.402276,0.258782,-0.487256,0.362461
-0.487256,0.362461,-0.726945,0.262668
-0.726945,0.262668,-0.820643,0.142866
-0.820643,0.142866,-0.613039,-0.092772
-0.613039,-0.092772,-0.602203,-0.0961283
-0.602203,-0.0961283,-0.389365,0.142243
0.11196,0.0517581,0.112424,0.0523747
0.112424,0.0523747,0.108,0.0606067
0.108,0.0606067,-0.00987013,0.0476342
-0.00987013,0.0476342,-0.00588033,0.0395406
-0.00588033,0.0395406,0.0705244,0.0186662
0.0705244,0.0186662,0.11196,0.0517581
0.142991,-0.100493,0.175729,-0.106359
0.175729,-0.106359,0.112773,0.0522201
0.112773,0.0522201,0.112424,0.0523747
0.112424,0.0523747,0.11196,0.0517581
0.11196,0.0517581,0.0854574,-0.0625741
0.0854574,-0.0625741,0.142991,-0.100493
-0.527118,-0.352604,-0.685112,-0.581285
-0.685112,-0.581285,-0.361335,-0.619743
-0.361335,-0.619743,-0.333152,-0.409425
-0.333152,-0.409425,-0.527118,-0.352604
-0.0922189,-0.21168,-0.0440511,-0.0971514
-0.0440511,-0.0971514,-0.123361,0.00433917
-0.123361,0.00433917,-0.150764,-0.162576
-0.150764,-0.162576,-0.0922189,-0.21168
0.298203,-0.535252,0.24275,-0.495346
0.24275,-0.495346,0.115023,-0.416801
0.115023,-0.416801,0.10794,-0.4129
0.10794,-0.4129,0.0163987,-0.661435
0.0163987,-0.661435,0.236921,-0.674855
0.236921,-0.674855,0.298203,-0.535252
0.4146,0.534095,0.327246,0.450099
0.327246,0.450099,0.416621,0.181928
0.416621,0.181928,0.488802,0.103014
0.488802,0.103014,0.606376,0.160918
0.606376,0.160918,0.70309,0.411993
0.70309,0.411993,0.549239,0.568925
0.549239,0.568925,0.4146,0.534095
0.108,0.0606067,0.0946145,0.134611
0.0946145,0.134611,0.0660782,0.140511
0.0660782,0.140511,-0.0276867,0.128863
-0.0276867,0.128863,-0.0389941,0.118195
-0.0389941,0.118195,-0.0460758,0.0881181
-0.0460758,0.0881181,-0.00987013,0.0476342
-0.00987013,0.0476342,0.108,0.0606067
-0.00987013,0.0476342,-0.0460758,0.0881181
-0.0460758,0.0881181,-0.133506,0.0204145
-0.133506,0.0204145,-0.123361,0.00433917
-0.123361,0.00433917,-0.0440511,-0.0971514
-0.0440511,-0.0971514,-0.0349997,-0.0924779
-0.0349997,-0.0924779,0.0151918,-0.0490147
0.0151918,-0.0490147,-0.00588033,0.0395406
-0.00588033,0.0395406,-0.00987013,0.0476342
0.10794,-0.4129,0.0935259,-0.361863
0.0935259,-0.361863,-0.0344025,-0.308049
-0.0344025,-0.308049,-0.0737428,-0.2995
-0.0737428,-0.2995,-0.145324,-0.345933
-0.145324,-0.345933,-0.0893531,-0.737602
-0.0893531,-0.737602,0.0163987,-0.661435
0.0163987,-0.661435,0.10794,-0.4129
-0.0276867,0.128863,0.0660782,0.140511
0.0660782,0.140511,0.044212,0.310178
0.044212,0.310178,0.0131563,0.350303
0.0131563,0.350303,-0.0133079,0.329632
-0.0133079,0.329632,-0.0276867,0.128863
0.141541,0.803002,-0.0929345,0.663992
-0.0929345,0.663992,-0.0938033,0.561522
-0.0938033,0.561522,0.0636358,0.470025
0.0636358,0.470025,0.13557,0.494201
0.13557,0.494201,0.141541,0.803002
-0.613039,-0.092772,-0.855009,-0.272004
-0.855009,-0.272004,-0.765932,-0.39165
-0.765932,-0.39165,-0.563471,-0.242951
-0.563471,-0.242951,-0.568782,-0.135403
-0.568782,-0.135403,-0.602203,-0.0961283
-0.602203,-0.0961283,-0.613039,-0.092772
-0.0344025,-0.308049,0.066968,-0.142554
0.066968,-0.142554,-0.0349997,-0.0924779
-0.0349997,-0.0924779,-0.0440511,-0.0971514
-0.0440511,-0.0971514,-0.0922189,-0.21168
-0.0922189,-0.21168,-0.0737428,-0.2995
-0.0737428,-0.2995,-0.0344025,-0.308049
0.314141,-0.784438,0.236921,-0.674855
0.236921,-0.674855,0.0163987,-0.661435
0.0163987,-0.661435,-0.0893531,-0.737602
-0.0893531,-0.737602,-0.180408,-0.861485
-0.180408,-0.861485,-0.192962,-1.09003
-0.192962,-1.09003,0.314141,-0.784438
0.175729,-0.106359,0.318193,-0.159631
0.318193,-0.159631,0.382603,-0.13999
0.382603,-0.13999,0.183441,0.0487543
0.183441,0.0487543,0.112773,0.0522201
0.112773,0.0522201,0.175729,-0.106359
0.477507,-0.482526,0.490411,-0.26499
0.490411,-0.26499,0.288367,-0.398323
0.288367,-0.398323,0.24275,-0.495346
0.24275,-0.495346,0.298203,-0.535252
0.298203,-0.535252,0.477507,-0.482526
-0.333632,0.690794,-0.260906,0.691231
-0.260906,0.691231,-0.169162,0.795671
-0.169162,0.795671,-0.169169,0.795733
-0.169169,0.795733,-0.300205,0.82507
-0.300205,0.82507,-0.333632,0.690794
-0.272907,-0.078839,-0.35853,-0.165772
-0.35853,-0.165772,-0.281266,-0.357528
-0.281266,-0.357528,-0.145324,-0.345933
-0.145324,-0.345933,-0.0737428,-0.2995
-0.0737428,-0.2995,-0.0922189,-0.21168
-0.0922189,-0.21168,-0.150764,-0.162576
-0.150764,-0.162576,-0.272907,-0.078839
0.183441,0.0487543,0.382603,-0.13999
0.382603,-0.13999,0.44001,-0.133508
0.44001,-0.133508,0.488802,0.103014
0.488802,0.103014,0.416621,0.181928
0.416621,0.181928,0.220572,0.17103
0.220572,0.17103,0.199592,0.15699
0.199592,0.15699,0.183441,0.0487543
0.606376,0.160918,0.997536,0.0619886
0.997536,0.0619886,1.19436,0.0344115
1.19436,0.0344115,0.726804,0.41558
0.726804,0.41558,0.70309,0.411993
0.70309,0.411993,0.606376,0.160918
-0.517076,0.593993,-0.468385,0.469205
-0.468385,0.469205,-0.217068,0.529059
-0.217068,0.529059,-0.260906,0.691231
-0.260906,0.691231,-0.333632,0.690794
-0.333632,0.690794,-0.517076,0.593993
0.0705244,0.0186662,-0.00588033,0.0395406
-0.00588033,0.0395406,0.0151918,-0.0490147
0.0151918,-0.0490147,0.05081,-0.0499992
0.05081,-0.0499992,0.0705244,0.0186662
0.066968,-0.142554,0.142991,-0.100493
0.142991,-0.100493,0.0854574,-0.0625741
0.0854574,-0.0625741,0.05081,-0.0499992
0.05081,-0.0499992,0.0151918,-0.0490147
0.0151918,-0.0490147,-0.0349997,-0.0924779
-0.0349997,-0.0924779,0.066968,-0.142554
-0.181416,0.272115,-0.139097,0.183351
-0.139097,0.183351,-0.0389941,0.118195
-0.0389941,0.118195,-0.0276867,0.128863
-0.0276867,0.128863,-0.0133079,0.329632
-0.0133079,0.329632,-0.163341,0.295437
-0.163341,0.295437,-0.183915,0.278166
-0.183915,0.278166,-0.181416,0.272115
-0.517076,0.593993,-0.752569,0.911753
-0.752569,0.911753,-0.742115,0.292773
-0.742115,0.292773,-0.726945,0.262668
-0.726945,0.262668,-0.487256,0.362461
-0.487256,0.362461,-0.468385,0.469205
-0.468385,0.469205,-0.517076,0.593993
0.551701,-0.595977,0.477507,-0.482526
0.477507,-0.482526,0.298203,-0.535252
0.298203,-0.535252,0.236921,-0.674855
0.236921,-0.674855,0.314141,-0.784438
0.314141,-0.784438,0.576073,-0.8837
0.576073,-0.8837,0.551701,-0.595977
0.111372,0.253401,0.165279,0.246003
0.165279,0.246003,0.273997,0.455582
0.273997,0.455582,0.13557,0.494201
0.13557,0.494201,0.0636358,0.470025
0.0636358,0.470025,0.0131563,0.350303
0.0131563,0.350303,0.044212,0.310178
0.044212,0.310178,0.111372,0.253401
-0.225978,0.0482925,-0.139097,0.183351
-0.139097,0.183351,-0.181416,0.272115
-0.181416,0.272115,-0.225978,0.0482925
-0.225978,0.0482925,-0.240325,0.0228877
-0.240325,0.0228877,-0.133506,0.0204145
-0.133506,0.0204145,-0.0460758,0.0881181
-0.0460758,0.0881181,-0.0389941,0.118195
-0.0389941,0.118195,-0.139097,0.183351
-0.139097,0.183351,-0.225978,0.0482925
0.246271,1.47952,-0.169169,0.795733
-0.169169,0.795733,-0.169162,0.795671
-0.169162,0.795671,-0.0929345,0.663992
-0.0929345,0.663992,0.141541,0.803002
0.141541,0.803002,0.216692,1.00502
0.216692,1.00502,0.246271,1.47952
-0.0344025,-0.308049,0.0935259,-0.361863
0.0935259,-0.361863,0.318193,-0.159631
0.318193,-0.159631,0.175729,-0.106359
0.175729,-0.106359,0.142991,-0.100493
0.142991,-0.100493,0.066968,-0.142554
0.066968,-0.142554,-0.0344025,-0.308049
0.165279,0.246003,0.220572,0.17103
0.220572,0.17103,0.416621,0.181928
0.416621,0.181928,0.327246,0.450099
0.327246,0.450099,0.273997,0.455582
0.273997,0.455582,0.165279,0.246003
1.10649,-0.343098,0.496405,-0.210744
0.496405,-0.210744,0.490411,-0.26499
0.490411,-0.26499,0.477507,-0.482526
0.477507,-0.482526,0.551701,-0.595977
0.551701,-0.595977,1.10649,-0.343098
0.105803,0.141921,0.199592,0.15699
0.199592,0.15699,0.220572,0.17103
0.220572,0.17103,0.165279,0.246003
0.165279,0.246003,0.111372,0.253401
0.111372,0.253401,0.105803,0.141921
-0.169162,0.795671,-0.260906,0.691231
-0.260906,0.691231,-0.217068,0.529059
-0.217068,0.529059,-0.19574,0.527433
-0.19574,0.527433,-0.0938033,0.561522
-0.0938033,0.561522,-0.0929345,0.663992
-0.0929345,0.663992,-0.169162,0.795671
0.382603,-0.13999,0.318193,-0.159631
0.318193,-0.159631,0.0935259,-0.361863
0.0935259,-0.361863,0.10794,-0.4129
0.10794,-0.4129,0.115023,-0.416801
0.115023,-0.416801,0.288367,-0.398323
0.288367,-0.398323,0.490411,-0.26499
0.490411,-0.26499,0.496405,-0.210744
0.496405,-0.210744,0.468219,-0.16793
0.468219,-0.16793,0.44001,-0.133508
0.44001,-0.133508,0.382603,-0.13999
0.13557,0.494201,0.273997,0.455582
0.273997,0.455582,0.327246,0.450099
0.327246,0.450099,0.4146,0.534095
0.4146,0.534095,0.216692,1.00502
0.216692,1.00502,0.141541,0.803002
0.141541,0.803002,0.13557,0.494201
