195, 117, 162
209, 118, 116
175, 127, 131
208, 115, 127
156, 72, 161
136, 82, 129
169, 70, 125
135, 80, 141
155, 96, 165
188, 84, 161
154, 94, 176
168, 95, 130
134, 104, 145
167, 92, 141
174, 81, 136
207, 69, 131
173, 78, 147
187, 79, 100
153, 89, 116
186, 77, 112
206, 93, 136
172, 103, 151
205, 91, 147
185, 101, 116
146, 119, 160
126, 130, 129
159, 118, 125
125, 127, 140
145, 144, 164
178, 132, 160
144, 141, 176
158, 142, 129
124, 151, 145
157, 139, 140
164, 128, 135
197, 116, 131
163, 126, 146
177, 127, 100
143, 136, 115
176, 124, 111
196, 141, 135
162, 150, 151
195, 138, 147
175, 148, 115
123, 105, 149
156, 93, 145
122, 102, 160
136, 103, 114
102, 113, 129
135, 101, 125
155, 117, 149
121, 127, 165
154, 115, 161
134, 125, 129
174, 102, 120
140, 111, 135
173, 99, 131
153, 110, 100
172, 124, 136
140, 143, 112
158, 157, 148
139, 167, 116
172, 155, 112
138, 164, 128
177, 142, 118
158, 152, 87
191, 140, 83
157, 149, 98
176, 166, 123
209, 154, 118
175, 163, 134
190, 164, 87
156, 173, 103
189, 161, 99
136, 118, 132
117, 129, 101
150, 117, 97
116, 126, 112
135, 143, 137
168, 131, 132
134, 140, 148
149, 141, 101
115, 150, 117
148, 138, 113
154, 127, 107
187, 115, 103
153, 125, 119
168, 126, 72
134, 135, 87
167, 123, 83
186, 140, 107
152, 149, 123
185, 137, 119
166, 147, 88
127, 166, 132
107, 176, 100
140, 164, 96
106, 173, 112
126, 190, 136
158, 178, 132
125, 187, 147
139, 188, 101
105, 197, 116
138, 185, 112
145, 175, 107
177, 163, 102
144, 172, 118
158, 173, 71
124, 182, 87
157, 170, 83
176, 187, 107
143, 196, 122
175, 184, 118
156, 194, 87
104, 151, 121
136, 139, 116
103, 149, 132
117, 150, 85
83, 159, 101
116, 147, 97
135, 164, 121
102, 173, 136
134, 161, 132
115, 171, 101
154, 148, 91
121, 158, 107
153, 146, 103
134, 156, 72
152, 170, 107
148, 119, 155
128, 130, 124
161, 118, 120
127, 127, 135
147, 144, 159
180, 132, 155
146, 141, 171
160, 142, 124
126, 151, 140
159, 139, 135
166, 128, 130
199, 116, 126
165, 126, 141
179, 127, 95
145, 136, 110
178, 124, 106
198, 141, 130
164, 150, 146
197, 138, 142
177, 148, 110
125, 105, 144
158, 93, 140
124, 102, 155
138, 103, 109
104, 113, 124
137, 101, 120
157, 117, 144
123, 127, 160
156, 115, 156
136, 125, 124
176, 102, 115
142, 111, 130
175, 99, 126
155, 110, 95
174, 124, 131
115, 152, 143
148, 140, 139
114, 150, 155
128, 151, 108
95, 160, 124
127, 148, 119
147, 165, 144
113, 174, 159
146, 162, 155
126, 172, 124
166, 149, 114
132, 159, 130
165, 147, 126
145, 157, 94
164, 171, 130
125, 126, 128
91, 135, 144
124, 123, 140
104, 134, 108
123, 148, 144
142, 132, 115
157, 122, 121
173, 133, 150
156, 142, 124
184, 132, 121
155, 140, 134
188, 121, 126
172, 129, 100
199, 119, 96
171, 127, 109
188, 141, 129
215, 131, 126
187, 139, 139
199, 139, 100
170, 147, 113
198, 137, 109
154, 101, 137
138, 110, 111
165, 100, 108
137, 108, 121
153, 122, 141
181, 112, 138
153, 119, 151
164, 120, 112
136, 128, 125
164, 118, 121
169, 109, 117
197, 99, 113
168, 107, 126
180, 107, 87
152, 115, 100
179, 105, 97
196, 119, 117
168, 127, 130
195, 117, 126
179, 125, 100
146, 141, 137
130, 149, 111
157, 139, 107
129, 147, 120
145, 161, 141
173, 151, 137
144, 159, 150
156, 159, 111
128, 167, 124
155, 157, 121
161, 148, 116
188, 138, 113
160, 146, 126
172, 147, 87
144, 154, 100
171, 144, 96
188, 158, 116
159, 166, 129
187, 156, 126
170, 165, 100
127, 129, 128
154, 119, 124
126, 127, 137
138, 127, 98
110, 135, 111
137, 125, 108
153, 139, 128
125, 147, 141
153, 137, 137
136, 145, 111
169, 126, 103
141, 134, 116
168, 124, 113
152, 133, 87
168, 144, 117
164, 102, 156
148, 111, 130
175, 101, 127
147, 108, 140
163, 122, 160
190, 112, 157
162, 120, 170
174, 121, 131
146, 129, 144
173, 119, 140
179, 110, 136
206, 100, 132
178, 107, 145
190, 108, 106
162, 116, 119
189, 106, 116
205, 120, 136
177, 128, 149
205, 118, 145
188, 126, 119
145, 90, 147
172, 80, 144
144, 88, 157
156, 89, 118
128, 97, 131
155, 87, 127
171, 101, 147
143, 108, 160
170, 98, 157
154, 107, 131
187, 88, 123
159, 96, 136
186, 86, 132
170, 94, 106
185, 106, 136
137, 130, 147
164, 120, 143
136, 127, 156
148, 128, 117
119, 136, 130
147, 126, 127
163, 140, 147
135, 148, 160
162, 138, 156
146, 146, 130
179, 127, 122
151, 135, 135
178, 125, 132
162, 133, 106
177, 145, 136
145, 108, 134
117, 116, 147
144, 106, 144
128, 114, 118
143, 126, 147
159, 113, 123
148, 141, 133
131, 149, 107
159, 139, 103
131, 147, 116
147, 161, 136
174, 151, 133
146, 159, 146
158, 159, 107
130, 167, 120
157, 157, 116
163, 148, 112
190, 138, 108
162, 146, 121
174, 147, 82
146, 154, 95
173, 144, 92
189, 158, 112
161, 166, 125
188, 156, 122
172, 165, 96
129, 129, 124
156, 119, 120
128, 127, 133
140, 127, 94
111, 135, 107
139, 125, 104
155, 139, 124
127, 147, 137
154, 137, 133
138, 145, 107
171, 126, 99
143, 134, 112
170, 124, 109
154, 133, 83
169, 144, 112
120, 168, 123
148, 158, 120
120, 166, 133
131, 167, 94
103, 174, 107
131, 164, 103
147, 178, 123
119, 186, 136
146, 176, 133
130, 185, 107
163, 166, 99
135, 173, 112
162, 163, 108
146, 172, 82
161, 184, 112
129, 146, 110
100, 154, 123
128, 144, 120
111, 153, 94
127, 164, 124
143, 152, 99
138, 130, 143
166, 120, 139
137, 127, 152
149, 128, 113
121, 136, 126
148, 126, 123
165, 140, 143
137, 148, 156
164, 138, 152
148, 146, 126
181, 127, 118
152, 135, 131
180, 125, 128
163, 133, 102
179, 145, 131
146, 108, 130
118, 116, 143
146, 106, 139
129, 114, 113
145, 126, 143
161, 113, 119
138, 147, 129
110, 155, 142
137, 145, 139
121, 153, 113
137, 165, 143
152, 152, 118
118, 133, 130
161, 123, 137
147, 130, 115
171, 122, 112
147, 128, 123
161, 140, 140
184, 132, 137
160, 138, 148
170, 139, 115
146, 146, 126
169, 137, 123
174, 129, 119
198, 121, 116
174, 127, 127
184, 128, 94
160, 135, 105
183, 126, 102
197, 138, 119
173, 145, 131
196, 136, 128
182, 143, 105
145, 113, 129
168, 104, 126
144, 111, 137
154, 112, 104
130, 118, 115
154, 110, 112
168, 122, 129
144, 128, 141
167, 120, 138
153, 127, 115
181, 111, 108
157, 117, 120
181, 109, 117
167, 116, 94
180, 126, 120
138, 147, 129
161, 138, 126
137, 145, 137
147, 145, 104
123, 152, 115
147, 143, 112
161, 155, 129
137, 162, 140
160, 153, 137
146, 161, 115
174, 144, 108
150, 151, 119
174, 142, 116
160, 150, 94
173, 160, 119
145, 128, 118
121, 134, 129
144, 126, 126
130, 133, 104
144, 143, 129
157, 132, 108
153, 114, 146
177, 105, 143
153, 112, 154
163, 112, 120
139, 119, 131
162, 110, 128
176, 122, 146
152, 129, 157
175, 120, 154
161, 128, 132
190, 111, 125
165, 118, 136
189, 109, 133
175, 117, 111
188, 127, 136
160, 95, 135
136, 101, 146
160, 93, 143
146, 100, 121
159, 110, 146
172, 99, 125
153, 129, 134
129, 135, 145
153, 127, 142
139, 134, 120
152, 144, 146
165, 133, 125
136, 116, 135
139, 147, 125
163, 138, 122
139, 145, 133
149, 145, 100
125, 152, 111
148, 143, 108
162, 155, 125
138, 162, 137
161, 153, 134
147, 161, 111
176, 144, 104
152, 151, 116
175, 142, 113
161, 150, 90
174, 160, 116
146, 128, 114
122, 134, 126
146, 126, 123
132, 133, 100
145, 143, 126
159, 132, 105
139, 162, 114
115, 168, 125
139, 160, 122
125, 167, 100
138, 177, 125
152, 166, 104
122, 149, 114
155, 129, 131
131, 135, 142
154, 127, 139
140, 134, 117
153, 144, 142
167, 133, 121
138, 116, 131
131, 150, 131
152, 130, 130
173, 123, 127
152, 129, 137
161, 129, 108
140, 135, 118
160, 127, 115
172, 138, 130
151, 144, 140
172, 136, 137
159, 143, 118
184, 128, 112
163, 134, 122
184, 127, 119
171, 133, 99
183, 142, 122
159, 114, 121
137, 120, 130
158, 112, 128
146, 119, 108
157, 127, 130
169, 118, 112
152, 143, 120
131, 149, 130
152, 142, 127
140, 148, 108
151, 157, 130
163, 147, 112
137, 133, 120
166, 115, 135
145, 120, 145
165, 113, 142
153, 119, 122
165, 128, 145
176, 118, 126
151, 104, 135
145, 133, 135
154, 143, 117
133, 149, 127
153, 142, 124
141, 148, 105
152, 157, 127
164, 147, 109
139, 133, 117
133, 162, 117
146, 133, 132
164, 129, 122
145, 134, 131
163, 128, 129
152, 133, 111
163, 141, 131
173, 133, 115
150, 120, 122
145, 146, 122
157, 120, 135
146, 146, 119
156, 133, 124
